ID,유형,제목(원문),설명(원문),URL,게시일,수정일,진행방식,개방성,모집방식,복잡성수준,양극화수준,방법유형1,방법유형2,방법유형3,상호작용1,상호작용2,상호작용3,목적1,목적2,목적3,제목(한국어-자동),설명(한국어-자동),요약(1문장-자동),워크북_추천사용상황,진행자_한줄팁,태그(필터용)
5237,method,Sustained Dialogue,Sustained dialogue is a technique that focuses on effecting change over a long period of time by transforming conflictual relationships.,https://participedia.net/method/5237,2018-03-04,2020-01-16,facetoface,limited,,high,high,deliberative,,,discussion,,,develop,,,지속적인 대화,지속적인 대화는 갈등 관계를 변화시켜 장기간에 걸쳐 변화를 이끌어내는 데 초점을 맞춘 기법입니다.,지속적인 대화는 갈등 관계를 변화시켜 장기간에 걸쳐 변화를 이끌어내는 데 초점을 맞춘 기법입니다.,정책/의제 숙의·공론장(민주주의 피트니스),발언 시간 균형 + 요약 라운드(Looping)로 안전감 확보,deliberative | discussion | develop
5288,method,Experimentalist Democracy,"""Experimentalist democracy"" is a method of participatory governance described by John Dewey and Elizabeth Anderson, in which citizens and public officials deliberate together in an iterative process to identify and address public problems.",https://participedia.net/method/5288,2018-05-21,2022-07-15,,,,,,,,,,,,,,,실험주의 민주주의,"'실험주의적 민주주의'는 존 듀이와 엘리자베스 앤더슨이 설명한 참여적 통치 방식으로서, 시민과 공무원이 반복적인 과정을 통해 함께 숙의하여 공공 문제를 파악하고 해결하는 방식입니다.","'실험주의적 민주주의'는 존 듀이와 엘리자베스 앤더슨이 설명한 참여적 통치 방식으로서, 시민과 공무원이 반복적인 과정을 통해 함께 숙의하여 공공…",프로젝트 설계/커뮤니티 실험(혼합형),목표(결정/학습/관계)부터 합의하고 산출물 정의(메모/합의문/실천약속),
5289,method,Community Forestry,"Community forestry is a method of participatory governance of forests, described by Bina Agarwal, Elizabeth Anderson, and several other scholars.",https://participedia.net/method/5289,2018-05-21,2020-09-28,facetoface,both,,moderate,,community, collaborative,,discussion,,,develop, deliver,,지역사회 산림,"지역사회 산림학은 비나 아가르왈, 엘리자베스 앤더슨을 비롯한 여러 학자들이 설명한 산림의 참여적 관리 방식입니다.","지역사회 산림학은 비나 아가르왈, 엘리자베스 앤더슨을 비롯한 여러 학자들이 설명한 산림의 참여적 관리 방식입니다.",정책/의제 숙의·공론장(민주주의 피트니스),발언 시간 균형 + 요약 라운드(Looping)로 안전감 확보,community | collaborative | discussion | develop | deliver
5306,method,Notice and Request for Public Comment,"Government and regulatory bodies often issue a ‘Notice and Request for Public Comment’ (NRPC) to solicit feedback on proposed regulations, laws, and amendments. NRPCs are predominantly used by government departments and agencies as well as public oversight or regulatory bodies. ",https://participedia.net/method/5306,2018-06-14,2022-07-15,,,,,,,,,,,,,,,공고 및 의견 수렴 요청,"정부 및 규제 기관은 종종 제안된 규정, 법률 및 개정안에 대한 의견을 수렴하기 위해 '공개 의견 수렴 공고(NRPC)'를 발표합니다. NRPC는 주로 정부 부처 및 기관, 그리고 공공 감독 기관이나 규제 기관에서 사용됩니다.","정부 및 규제 기관은 종종 제안된 규정, 법률 및 개정안에 대한 의견을 수렴하기 위해 '공개 의견 수렴 공고(NRPC)'를 발표합니다. NRPC…",프로젝트 설계/커뮤니티 실험(혼합형),목표(결정/학습/관계)부터 합의하고 산출물 정의(메모/합의문/실천약속),
5307,method,Facebook Live,"Facebook Live is a live video streaming feature on the social media platform Facebook. It enables any Facebook user, via their individual profile or business page, to broadcast live to followers.",https://participedia.net/method/5307,2018-06-14,2020-12-24,online,open,,,low,informal, experiential,,listenwatch, ask, informal,,,,페이스북 라이브,페이스북 라이브는 소셜 미디어 플랫폼 페이스북의 실시간 비디오 스트리밍 기능입니다. 페이스북 사용자는 개인 프로필이나 비즈니스 페이지를 통해 팔로워에게 실시간으로 방송할 수 있습니다.,페이스북 라이브는 소셜 미디어 플랫폼 페이스북의 실시간 비디오 스트리밍 기능입니다. 페이스북 사용자는 개인 프로필이나 비즈니스 페이지를 통해 팔…,대화·경험학습·관계형 프로그램(자유스콜레),목표(결정/학습/관계)부터 합의하고 산출물 정의(메모/합의문/실천약속),informal | experiential | listenwatch | ask | informal
5308,method,Twitter Chat," A Twitter chat is an online conversation held on Twitter, focusing on a topic and linked together through the use of a specific hashtag which enables people to follow what is being said and join in.",https://participedia.net/method/5308,2018-06-14,2018-08-06,,,,,,,,,,,,,,,트위터 채팅,"트위터 채팅은 트위터에서 특정 주제를 중심으로 진행되는 온라인 대화로, 특정 해시태그를 사용하여 서로 연결되어 사람들이 대화 내용을 따라가고 참여할 수 있도록 합니다.","트위터 채팅은 트위터에서 특정 주제를 중심으로 진행되는 온라인 대화로, 특정 해시태그를 사용하여 서로 연결되어 사람들이 대화 내용을 따라가고 참…",프로젝트 설계/커뮤니티 실험(혼합형),목표(결정/학습/관계)부터 합의하고 산출물 정의(메모/합의문/실천약속),
5309,method,Roundtable Discussion,"Roundtable discussions are small group, often closed, deliberative techniques where ideas are equally exchanged by participants on a given topic. TEST",https://participedia.net/method/5309,2018-06-14,2021-10-13,facetoface,limited,,,polarized,deliberative,,,discussion, listenwatch,,develop, make,,원탁 토론,"원탁 토론은 소규모 그룹으로 진행되는 경우가 많고, 종종 비공개로 진행되는 숙의 기법으로, 주어진 주제에 대해 참가자들이 동등한 입장에서 의견을 교환합니다.","원탁 토론은 소규모 그룹으로 진행되는 경우가 많고, 종종 비공개로 진행되는 숙의 기법으로, 주어진 주제에 대해 참가자들이 동등한 입장에서 의견을…",정책/의제 숙의·공론장(민주주의 피트니스),발언 시간 균형 + 요약 라운드(Looping)로 안전감 확보,deliberative | discussion | listenwatch | develop | make
5311,method,Expert Advisory Panel,Expert advisory panels are a group of appointed experts who typically provide technical advice and recommendations based on their expert knowledge on specific issues directly to policymakers.,https://participedia.net/method/5311,2018-06-15,2020-02-16,facetoface,limited,,very_high,moderate,,,,ask, express,,make,,,전문가 자문 패널,전문가 자문 패널은 특정 사안에 대한 전문 지식을 바탕으로 정책 결정자들에게 직접 기술적 조언과 권고를 제공하는 임명된 전문가 그룹입니다.,전문가 자문 패널은 특정 사안에 대한 전문 지식을 바탕으로 정책 결정자들에게 직접 기술적 조언과 권고를 제공하는 임명된 전문가 그룹입니다.,프로젝트 설계/커뮤니티 실험(혼합형),목표(결정/학습/관계)부터 합의하고 산출물 정의(메모/합의문/실천약속),ask | express | make
5312,method,Town Hall,"A Town Hall involves community members convening in order to discuss relevant concerns with decision-makers or government officials, allowing them to ask questions of their representatives as well as be consulted on their opinions.",https://participedia.net/method/5312,2018-06-15,2020-02-08,facetoface,open,not,,low,public_meetings, informal,,ask, listenwatch, informal,develop, make,,시청,"타운홀 미팅은 지역 주민들이 모여 의사 결정권자나 정부 관계자들과 관련 문제에 대해 논의하고, 대표자들에게 질문하고 의견을 제시할 수 있도록 하는 자리입니다.","타운홀 미팅은 지역 주민들이 모여 의사 결정권자나 정부 관계자들과 관련 문제에 대해 논의하고, 대표자들에게 질문하고 의견을 제시할 수 있도록 하…",정책/의제 숙의·공론장(민주주의 피트니스),목표(결정/학습/관계)부터 합의하고 산출물 정의(메모/합의문/실천약속),public_meetings | informal | ask | listenwatch | informal | develop | make
5361,method,Interactive Classroom Activities,,https://participedia.net/method/5361,2018-06-29,2019-05-08,,,,,,,,,,,,,,,상호작용형 교실 활동,,,프로젝트 설계/커뮤니티 실험(혼합형),목표(결정/학습/관계)부터 합의하고 산출물 정의(메모/합의문/실천약속),
5363,method,Carticipe/Debatomap,"Carticipe  - or Debatomap for non-French speakers - is a participatory mapping tool, designed by  urban sociologists and geographers to promote citizen debates and consultation on a city or territory. ",https://participedia.net/method/5363,2018-06-29,2019-08-23,online,,,,,,,,,,,,,,카르티시페/데바토맵,Carticipe(프랑스어를 모르는 사람들을 위해 Debatomap이라고도 함)는 도시 사회학자와 지리학자들이 도시 또는 지역에 대한 시민 토론과 의견 수렴을 촉진하기 위해 설계한 참여형 지도 제작 도구입니다.,Carticipe(프랑스어를 모르는 사람들을 위해 Debatomap이라고도 함)는 도시 사회학자와 지리학자들이 도시 또는 지역에 대한 시민 토론…,프로젝트 설계/커뮤니티 실험(혼합형),목표(결정/학습/관계)부터 합의하고 산출물 정의(메모/합의문/실천약속),
5365,method,Engagement HQ (Bang the Table),Engagement HQ is a digital public engagement platform developed by Bang-the-Table. The platform allows users to hold online co-production and citizen engagement initiatives using tools like collaborative mapping and decision making.  ,https://participedia.net/method/5365,2018-06-29,2024-10-22,online,open,,,,collaborative, planning,,,,,,,,참여 본부 (테이블을 쾅쾅 두드리세요),Engagement HQ는 Bang-the-Table에서 개발한 디지털 시민 참여 플랫폼입니다. 이 플랫폼을 통해 사용자들은 협업 지도 제작 및 의사 결정과 같은 도구를 사용하여 온라인 공동 제작 및 시민 참여 활동을 진행할 수 있습니다.,Engagement HQ는 Bang-the-Table에서 개발한 디지털 시민 참여 플랫폼입니다. 이 플랫폼을 통해 사용자들은 협업 지도 제작 및…,정책/의제 숙의·공론장(민주주의 피트니스),목표(결정/학습/관계)부터 합의하고 산출물 정의(메모/합의문/실천약속),collaborative | planning
5366,method,Involved Survey,"Involved is a subscription-based micro-polling software for government that allows representatives to send out single question surveys through their mailing list, social media and their app.",https://participedia.net/method/5366,2018-06-29,2022-07-15,,,,,,,,,,,,,,,참여 설문조사,"Involved는 정부를 위한 구독 기반 마이크로 여론조사 소프트웨어로, 담당자들이 메일링 리스트, 소셜 미디어 및 앱을 통해 단일 질문으로 구성된 설문조사를 보낼 수 있도록 합니다.","Involved는 정부를 위한 구독 기반 마이크로 여론조사 소프트웨어로, 담당자들이 메일링 리스트, 소셜 미디어 및 앱을 통해 단일 질문으로 구…",프로젝트 설계/커뮤니티 실험(혼합형),목표(결정/학습/관계)부터 합의하고 산출물 정의(메모/합의문/실천약속),
5367,method,Wisdom Council Process ,"The Wisdom Council Process is a method designed to creatively solve sensitive problems and strengthen community's self-organization and sense of responsibility in an inexpensive, understandable, and quick way.",https://participedia.net/method/5367,2018-04-17,2020-09-14,facetoface,both,stratified,high,polarized,community, collaborative, deliberative,storytelling, formal, discussion,develop, make,,지혜위원회 프로세스,"지혜위원회 프로세스는 민감한 문제를 창의적으로 해결하고, 저렴하고 이해하기 쉬우며 신속한 방식으로 지역사회의 자율 조직력과 책임감을 강화하기 위해 고안된 방법입니다.","지혜위원회 프로세스는 민감한 문제를 창의적으로 해결하고, 저렴하고 이해하기 쉬우며 신속한 방식으로 지역사회의 자율 조직력과 책임감을 강화하기 위…",정책/의제 숙의·공론장(민주주의 피트니스),발언 시간 균형 + 요약 라운드(Looping)로 안전감 확보,community | collaborative | deliberative | storytelling | formal | discussion | develop | make
5368,method,Co-Creation,"The co-creation methodology enables active participation by citizens as designers and implementors through the self-organizing process of democratic decision-making, ideally including those who have been traditionally excluded. ",https://participedia.net/method/5368,2018-06-29,2021-03-19,,open,,,,participatory, informal_participation, community,,,,develop,,,공동 창조,"공동창조 방법론은 민주적 의사결정의 자기조직화 과정을 통해 시민들이 설계자이자 실행자로서 적극적으로 참여할 수 있도록 하며, 이상적으로는 전통적으로 배제되어 온 사람들을 포함합니다.","공동창조 방법론은 민주적 의사결정의 자기조직화 과정을 통해 시민들이 설계자이자 실행자로서 적극적으로 참여할 수 있도록 하며, 이상적으로는 전통적…",정책/의제 숙의·공론장(민주주의 피트니스),목표(결정/학습/관계)부터 합의하고 산출물 정의(메모/합의문/실천약속),participatory | informal_participation | community | develop
5369,method,Deep Listening Circles,"The Deep Listening Circles process is designed to allow socially-vulnerable individuals to share their stories in a safe, inclusive environment.  ",https://participedia.net/method/5369,2018-06-29,2019-05-02,,,,,,,,,,,,,,,심층 경청 모임,심층 경청 모임(Deep Listening Circles)은 사회적으로 취약한 사람들이 안전하고 포용적인 환경에서 자신의 이야기를 나눌 수 있도록 고안된 과정입니다.,심층 경청 모임(Deep Listening Circles)은 사회적으로 취약한 사람들이 안전하고 포용적인 환경에서 자신의 이야기를 나눌 수 있도…,프로젝트 설계/커뮤니티 실험(혼합형),목표(결정/학습/관계)부터 합의하고 산출물 정의(메모/합의문/실천약속),
5370,method,Venezuelan Communal Councils,Communal councils were institutionalized by the Venezuelan government to provide citizens with a horizontal channel of communication with the state and to devolve power over community-level decision-making to participatory and democratically-elected neighbourhood assemblies.,https://participedia.net/method/5370,2018-06-29,2018-07-02,,,,,moderate_polarization,,,,,,,,,,베네수엘라 공동체 협의회,"베네수엘라 정부는 시민들에게 국가와의 수평적 소통 채널을 제공하고, 지역 사회 차원의 의사 결정 권한을 참여적이고 민주적으로 선출된 주민 의회에 이양하기 위해 공동체 협의회를 제도화했습니다.","베네수엘라 정부는 시민들에게 국가와의 수평적 소통 채널을 제공하고, 지역 사회 차원의 의사 결정 권한을 참여적이고 민주적으로 선출된 주민 의회에…",프로젝트 설계/커뮤니티 실험(혼합형),목표(결정/학습/관계)부터 합의하고 산출물 정의(메모/합의문/실천약속),
5372,method,PWAN Court Observation Training,,https://participedia.net/method/5372,2018-07-02,2022-07-15,,,,,,,,,,,,,,,PWAN 법정 참관 교육,,,프로젝트 설계/커뮤니티 실험(혼합형),목표(결정/학습/관계)부터 합의하고 산출물 정의(메모/합의문/실천약속),
5397,method,Community Development Associations,Community Development Associations or 'Corporations' are voluntary long-term standing bodies who assist in the upkeep and development of residential areas. Most CDAs operate in communities with limited resources or access to public services. ,https://participedia.net/method/5397,2018-07-16,2021-02-20,facetoface,open,,,,community, longterm,,,,,develop,,,지역사회 개발 협회,지역사회 개발 협회 또는 '협회'는 주거 지역의 유지 관리 및 개발을 지원하는 자발적이고 장기적인 단체입니다. 대부분의 지역사회 개발 협회는 자원이 제한적이거나 공공 서비스 접근성이 떨어지는 지역사회에서 활동합니다.,지역사회 개발 협회 또는 '협회'는 주거 지역의 유지 관리 및 개발을 지원하는 자발적이고 장기적인 단체입니다. 대부분의 지역사회 개발 협회는 자…,프로젝트 설계/커뮤니티 실험(혼합형),목표(결정/학습/관계)부터 합의하고 산출물 정의(메모/합의문/실천약속),community | longterm | develop
5402,method,Panchayat Raj,The Panchayat Raj is a system of local self-government for rural areas in India for the purpose of preparation and implementation of plans for economic development and social justice in rural areas. ,https://participedia.net/method/5402,2018-07-19,2019-11-22,facetoface,both,election,,,deliberative,,,discussion,,,deliver, develop,,판차야트 라지,판차야트 라즈는 인도 농촌 지역의 경제 개발과 사회 정의를 위한 계획을 수립하고 시행하기 위해 마련된 지방 자치 제도입니다.,판차야트 라즈는 인도 농촌 지역의 경제 개발과 사회 정의를 위한 계획을 수립하고 시행하기 위해 마련된 지방 자치 제도입니다.,정책/의제 숙의·공론장(민주주의 피트니스),발언 시간 균형 + 요약 라운드(Looping)로 안전감 확보,deliberative | discussion | deliver | develop
5408,method,Schools of Participation,"Schools of Participation are time-limited programmes of dialogue to action typically hosted by local organizations in areas of high inequality, urban poverty, and social exclusion. The Schools to offer inclusive spaces for community dialogue, capacity building, and action.",https://participedia.net/method/5408,2018-07-21,2018-07-21,,,,,,,,,,,,,,,참여형 교육기관,"참여학교는 불평등, 도시 빈곤, 사회적 배제가 심각한 지역의 지역 단체들이 주최하는, 대화에서 행동으로 이어지는 기간 한정 프로그램입니다. 참여학교는 공동체 대화, 역량 강화 및 실천을 위한 포용적인 공간을 제공합니다.","참여학교는 불평등, 도시 빈곤, 사회적 배제가 심각한 지역의 지역 단체들이 주최하는, 대화에서 행동으로 이어지는 기간 한정 프로그램입니다. 참여…",프로젝트 설계/커뮤니티 실험(혼합형),목표(결정/학습/관계)부터 합의하고 산출물 정의(메모/합의문/실천약속),
5410,method,SMS (Text Messaging),"The use of SMS (text messaging) for public feedback has increased with the growing number of mobile phone users. Depending on the purpose of the wider initiative, SMS systems can be used for everything from simple voting to long-form Q&A or issue reporting.",https://participedia.net/method/5410,2018-07-31,2019-11-10,online,open,,,,informal_participation,,,ask, express,,develop, make,,SMS(문자 메시지),"휴대전화 사용자 수의 증가와 함께 대중 의견 수렴을 위한 문자 메시지(SMS) 활용이 늘어나고 있습니다. 더 나아가, 추진되는 사업의 목적에 따라 SMS 시스템은 간단한 투표부터 장문의 질의응답, 문제 보고에 이르기까지 다양한 용도로 활용될 수 있습니다.","휴대전화 사용자 수의 증가와 함께 대중 의견 수렴을 위한 문자 메시지(SMS) 활용이 늘어나고 있습니다. 더 나아가, 추진되는 사업의 목적에 따…",대화·경험학습·관계형 프로그램(자유스콜레),목표(결정/학습/관계)부터 합의하고 산출물 정의(메모/합의문/실천약속),informal_participation | ask | express | develop | make
5412,method,World Wide Views,The World Wide Views methodology was created by an alliance of public and private entities convened by the Danish Board of Technology to conduct a global citizen consultation on global warming in 2009. The method has been used twice more since then.,https://participedia.net/method/5412,2018-08-03,2020-03-24,facetoface,limited,stratified,,moderate,deliberative, collaborative,,discussion, express,,make, develop,,월드 와이드 뷰,월드 와이드 뷰(World Wide Views) 방법론은 2009년 덴마크 기술위원회가 소집한 공공 및 민간 기관 연합이 지구 온난화에 대한 전 세계 시민 의견 수렴을 위해 개발했습니다. 이 방법론은 이후 두 차례 더 사용되었습니다.,월드 와이드 뷰(World Wide Views) 방법론은 2009년 덴마크 기술위원회가 소집한 공공 및 민간 기관 연합이 지구 온난화에 대한 전…,정책/의제 숙의·공론장(민주주의 피트니스),발언 시간 균형 + 요약 라운드(Looping)로 안전감 확보,deliberative | collaborative | discussion | express | make | develop
5413,method,Finnish Citizen's Initiative,"The Finnish Citizens’ Initiative was introduced in 2012 to increase participatory democracy on the national level. When 50,000 citizens eligible to vote express their support to a certain initiative, the Finnish Parliament is obliged to process the initiative.",https://participedia.net/method/5413,2018-08-04,2018-08-04,,,,,,,,,,,,,,,핀란드 시민 발의안,핀란드 시민 발의 제도는 국가 차원의 참여 ​​민주주의를 강화하기 위해 2012년에 도입되었습니다. 투표권을 가진 시민 5만 명이 특정 발의안에 대한 지지를 표명하면 핀란드 의회는 해당 발의안을 처리해야 할 의무가 있습니다.,핀란드 시민 발의 제도는 국가 차원의 참여 ​​민주주의를 강화하기 위해 2012년에 도입되었습니다. 투표권을 가진 시민 5만 명이 특정 발의안에…,프로젝트 설계/커뮤니티 실험(혼합형),목표(결정/학습/관계)부터 합의하고 산출물 정의(메모/합의문/실천약속),
5415,method,Kerala Panchayati Raj Planning & Budgeting,The four phase annual planning and budgeting cycle was introduced into state governance in 1996. Including all levels of government—from the citizens to the municipal officials—the cycle allows increased participation by local actors in the development of their lands. ,https://participedia.net/method/5415,2010-05-31,2020-07-10,facetoface,open,,moderate,moderate,public, planning, community,discussion, express,,develop, make,,Kerala Panchayati Raj 계획 및 예산,4단계 연간 계획 및 예산 편성 주기는 1996년 국가 행정에 도입되었습니다. 시민부터 지방 공무원에 이르기까지 모든 정부 차원을 포괄하는 이 주기는 지역 주민들이 자신들의 토지 개발에 더욱 적극적으로 참여할 수 있도록 합니다.,4단계 연간 계획 및 예산 편성 주기는 1996년 국가 행정에 도입되었습니다. 시민부터 지방 공무원에 이르기까지 모든 정부 차원을 포괄하는 이 …,정책/의제 숙의·공론장(민주주의 피트니스),발언 시간 균형 + 요약 라운드(Looping)로 안전감 확보,public | planning | community | discussion | express | develop | make
5419,method,Gram Sabha,The gram sabha is a deliberative assembly that is required to take place in rural villages by the Indian constitution.,https://participedia.net/method/5419,2018-08-29,2018-09-01,,,,,,,,,,,,,,,그람 사바,그람 사바는 인도 헌법에 따라 농촌 마을에서 개최되어야 하는 심의 의회입니다.,그람 사바는 인도 헌법에 따라 농촌 마을에서 개최되어야 하는 심의 의회입니다.,프로젝트 설계/커뮤니티 실험(혼합형),목표(결정/학습/관계)부터 합의하고 산출물 정의(메모/합의문/실천약속),
5424,method,The Mary Robinson Foundation Approach to Climate Justice,"The Mary Robinson Foundation for Climate Justice has a unique way of working guided by Principles of Climate Justice. The method contains three parts: thought leadership, bridging, and convening.  ",https://participedia.net/method/5424,2018-09-03,2018-09-03,,,,,,,,,,,,,,,메리 로빈슨 재단의 기후 정의 접근법,"메리 로빈슨 기후정의재단은 기후정의 원칙에 따라 독특한 방식으로 활동합니다. 이 방식은 사상적 리더십, 연결고리 구축, 그리고 소통의 장으로 구성됩니다.","메리 로빈슨 기후정의재단은 기후정의 원칙에 따라 독특한 방식으로 활동합니다. 이 방식은 사상적 리더십, 연결고리 구축, 그리고 소통의 장으로 구…",프로젝트 설계/커뮤니티 실험(혼합형),목표(결정/학습/관계)부터 합의하고 산출물 정의(메모/합의문/실천약속),
5425,method,Invitations,Organizing meetings can be difficult when the issues being discussed are comparably complex. It is important to get the right people involved in the discussion from the start using a properly crafted invitation. ,https://participedia.net/method/5425,2018-09-03,2018-09-03,,,,,,,,,,,,,,,초대장,논의되는 사안이 복잡할 경우 회의를 조직하는 것은 어려울 수 있습니다. 따라서 처음부터 적절한 사람들을 회의에 참여시키기 위해서는 잘 작성된 초대장이 중요합니다.,논의되는 사안이 복잡할 경우 회의를 조직하는 것은 어려울 수 있습니다. 따라서 처음부터 적절한 사람들을 회의에 참여시키기 위해서는 잘 작성된 초…,프로젝트 설계/커뮤니티 실험(혼합형),목표(결정/학습/관계)부터 합의하고 산출물 정의(메모/합의문/실천약속),
5426,method,Ladysmith Feminist Data Toolkit,"This method was developed by Ladysmith Ventures to help international development organizations collect, analyze, and take action on gender data. This method focuses on 'thick' data. ",https://participedia.net/method/5426,2018-09-03,2018-09-04,,,,,,,,,,,,,,,레이디스미스 페미니스트 데이터 툴킷,"이 방법은 국제 개발 기구들이 성별 데이터를 수집, 분석하고 이를 바탕으로 조치를 취할 수 있도록 레이디스미스 벤처스(Ladysmith Ventures)에서 개발했습니다. 이 방법은 '심층적인' 데이터에 초점을 맞춥니다.","이 방법은 국제 개발 기구들이 성별 데이터를 수집, 분석하고 이를 바탕으로 조치를 취할 수 있도록 레이디스미스 벤처스(Ladysmith Vent…",프로젝트 설계/커뮤니티 실험(혼합형),목표(결정/학습/관계)부터 합의하고 산출물 정의(메모/합의문/실천약속),
5427,method,Mary Robinson Foundation Principles of Climate Justice,"The Principles of Climate Justice are a guiding philosophy, developed by the Mary Robinson Foundations to ensure public engagement around climate change safeguards human rights and ends in an equitable distribution of costs and benefits.",https://participedia.net/method/5427,2018-09-03,2019-08-24,facetoface,,,,,,,,,,,,,,메리 로빈슨 재단 기후 정의 원칙,"기후 정의 원칙은 메리 로빈슨 재단에서 개발한 지침 철학으로, 기후 변화에 대한 대중 참여가 인권을 보호하고 비용과 편익의 공평한 분배로 이어지도록 하는 것을 목표로 합니다.","기후 정의 원칙은 메리 로빈슨 재단에서 개발한 지침 철학으로, 기후 변화에 대한 대중 참여가 인권을 보호하고 비용과 편익의 공평한 분배로 이어지…",프로젝트 설계/커뮤니티 실험(혼합형),목표(결정/학습/관계)부터 합의하고 산출물 정의(메모/합의문/실천약속),
5433,method,Panel Discussion ,"A panel discussion involves a group of people discussing a topic in front of an audience. Panels are usually interactive, asking, discussing, debating or responding to questions from audience members. Panels are typically moderated but are less formal than a debate. ",https://participedia.net/method/5433,2018-09-15,2020-01-20,facetoface,both,not,,moderate,deliberative, public_meetings,,ask, listenwatch, discussion,make,,,패널 토론,"패널 토론은 여러 사람이 청중 앞에서 특정 주제에 대해 토론하는 형식입니다. 패널 토론은 일반적으로 청중에게 질문하고, 토론하고, 논쟁하고, 답변하는 등 상호 작용적인 방식으로 진행됩니다. 패널 토론은 대개 사회자가 진행하지만, 토론회보다는 비공식적인 분위기입니다.","패널 토론은 여러 사람이 청중 앞에서 특정 주제에 대해 토론하는 형식입니다. 패널 토론은 일반적으로 청중에게 질문하고, 토론하고, 논쟁하고, 답…",정책/의제 숙의·공론장(민주주의 피트니스),발언 시간 균형 + 요약 라운드(Looping)로 안전감 확보,deliberative | public_meetings | ask | listenwatch | discussion | make
5450,method,National Public Policy Conferences (Brazil),National Public Policy Conferences are a participatory methodology involving deliberation which is used for citizens to engage in formulating public policy at the state level in Brazil.,https://participedia.net/method/5450,2010-09-29,2020-09-01,facetoface,open_to,,,polarized,collaborative, deliberative,,discussion, express,,make, make_influence, develop,전국 공공정책 회의(브라질),국가 공공정책회의는 브라질에서 시민들이 국가 차원의 공공정책 수립에 참여할 수 있도록 하는 숙의 과정을 포함하는 참여형 방법론입니다.,국가 공공정책회의는 브라질에서 시민들이 국가 차원의 공공정책 수립에 참여할 수 있도록 하는 숙의 과정을 포함하는 참여형 방법론입니다.,정책/의제 숙의·공론장(민주주의 피트니스),발언 시간 균형 + 요약 라운드(Looping)로 안전감 확보,collaborative | deliberative | discussion | express | make | make_influence | develop
5451,method,Open Access,"Open access is a publishing and distribution model that makes scholarly research literature—much of which is funded by taxpayers around the world—freely available to the public online, without restrictions.",https://participedia.net/method/5451,2018-10-01,2020-12-24,online,open,not,high,,,,,,,,develop, academic,,오픈 액세스,오픈 액세스는 전 세계 납세자들의 세금으로 지원되는 학술 연구 문헌을 아무런 제한 없이 온라인에서 대중이 자유롭게 이용할 수 있도록 하는 출판 및 배포 모델입니다.,오픈 액세스는 전 세계 납세자들의 세금으로 지원되는 학술 연구 문헌을 아무런 제한 없이 온라인에서 대중이 자유롭게 이용할 수 있도록 하는 출판 …,프로젝트 설계/커뮤니티 실험(혼합형),목표(결정/학습/관계)부터 합의하고 산출물 정의(메모/합의문/실천약속),develop | academic
5459,method,People's Lobby,"Interest group organizational tactic for prominent legislative and administrative policy-making due to ""insistent participation of non-partisan organizations""[1], and membership-driven organization[2]",https://participedia.net/method/5459,2018-10-10,2022-07-15,,,,,,,,,,,,,,,인민 로비,"비당파 조직의 적극적인 참여로 인해 입법 및 행정 정책 결정에 있어 이익 집단 조직 전술이 중요해짐""[1], 그리고 회원 중심 조직[2]이 가능해짐.","비당파 조직의 적극적인 참여로 인해 입법 및 행정 정책 결정에 있어 이익 집단 조직 전술이 중요해짐""[1], 그리고 회원 중심 조직[2]이 가능…",프로젝트 설계/커뮤니티 실험(혼합형),목표(결정/학습/관계)부터 합의하고 산출물 정의(메모/합의문/실천약속),
5507,method,Sortition,"Sortition is the selection of candidates by lot, and was used in ancient Athenian democracy. When selecting participants for citizens' assemblies, the random selection is followed by stratification of candidates according to demographics like age, gender, location, and education.",https://participedia.net/method/5507,2018-11-13,2024-01-20,both,limited,random,high,polarized,deliberative, planning,,,,,make, academic, develop,추첨,"추첨은 제비뽑기를 통해 후보자를 선정하는 방식으로, 고대 아테네 민주주의에서 사용되었습니다. 시민 의회 구성원을 선출할 때는 무작위 추첨 후 연령, 성별, 거주 지역, 교육 수준 등의 인구통계학적 요인을 고려하여 층화 추첨을 실시했습니다.","추첨은 제비뽑기를 통해 후보자를 선정하는 방식으로, 고대 아테네 민주주의에서 사용되었습니다. 시민 의회 구성원을 선출할 때는 무작위 추첨 후 연…",정책/의제 숙의·공론장(민주주의 피트니스),목표(결정/학습/관계)부터 합의하고 산출물 정의(메모/합의문/실천약속),deliberative | planning | make | academic | develop
5509,method,"Student Government in Primary, Middle, and Secondary Schools","Student government — sometimes called ""student council"" or ""youth council"" — is a form of experiential civic education for students in primary, middle, and secondary schools.",https://participedia.net/method/5509,2018-11-20,2020-08-27,facetoface,limited,election,,,experiential, deliberative,,discussion, express,,develop,,,"초등학교, 중학교, 고등학교의 학생 자치회","학생 자치회(때로는 ""학생회"" 또는 ""청소년회""라고도 함)는 초등학교, 중학교, 고등학교 학생들을 위한 체험형 시민 교육의 한 형태입니다.","학생 자치회(때로는 ""학생회"" 또는 ""청소년회""라고도 함)는 초등학교, 중학교, 고등학교 학생들을 위한 체험형 시민 교육의 한 형태입니다.",정책/의제 숙의·공론장(민주주의 피트니스),발언 시간 균형 + 요약 라운드(Looping)로 안전감 확보,experiential | deliberative | discussion | express | develop
